mean_x,std_x,min_x,max_x,mean_y,std_y,min_y,max_y,speed_mean,speed_std,acc_mean,acc_std,dom_freq,speed_energy,label,start_row,end_row
434.42,15.801379686596992,409.0,450.0,390.16,9.861764547990386,378.0,403.0,53.296003450650424,39.8062308714133,-15.625,288.53414550967796,1.0,3235.0468255637543,1,550,600
434.68,16.664261159739425,409.0,453.0,388.12,9.311584183155947,377.0,401.0,54.43713467990276,37.27899365382772,-18.75,295.87000946361565,1.0,2067.1915599284325,1,575,625
435.72,16.977679464520467,406.0,453.0,387.7,10.520931517693668,373.0,401.0,53.30913285848114,37.60832825155628,-21.875,235.95302101265835,1.0,3431.2715072318447,1,600,650
431.4,18.101933598375616,406.0,457.0,386.0,10.235233265539188,373.0,402.0,58.082130761355536,32.8095426091373,-3.125,269.71121709154033,1.0,1800.5279041714732,1,625,675
431.12,19.14851430268155,407.0,457.0,386.08,8.666810255220774,374.0,402.0,62.19984641840737,35.22150061434827,-15.625,301.768873684812,1.0,2324.250378548477,1,650,700
431.24,18.90773386738876,407.0,457.0,386.18,8.568990605666457,376.0,401.0,61.59154604564002,41.19595193350681,-18.75,344.65789197405593,1.0,2860.8642252941963,1,675,725
434.62,17.121787289883027,409.0,454.0,387.04,9.626962137663158,375.0,401.0,58.86584366299192,41.68857697072658,15.625,326.63351500573236,1.0,4761.69584704649,1,700,750
428.96,14.745792620269688,412.0,454.0,383.88,7.575328375720753,375.0,400.0,51.23627461123316,36.56971648731097,25.0,271.2816801776338,0.5,2180.797205494509,1,725,775
434.98,14.554023498675546,414.0,451.0,388.2,8.414273587185052,378.0,400.0,44.74529241909418,35.28078522836126,-65.625,261.62428332438867,1.0,2017.7977739219762,1,750,800
428.3,19.44350791395421,406.0,451.0,387.26,8.88326516546703,376.0,400.0,41.54833145425979,35.02657781409664,18.75,290.8769069555024,1.0,4485.345992137317,1,775,825
425.18,17.447853736204923,406.0,447.0,386.4,8.843076387773658,376.0,399.0,38.589376441199136,40.90672348012519,50.0,275.0,1.0,3963.669217035561,1,800,850
432.06,15.881322363077956,406.0,447.0,389.72,8.411991440794504,376.0,399.0,54.80388494494737,44.54249875053006,-37.5,335.9338662594172,0.5,4496.107765005249,1,825,875
416.62,13.027494003069046,406.0,447.0,386.5,6.697014260101288,376.0,398.0,44.527514892651716,34.800149676182144,12.5,257.390753524675,0.5,1966.029976666818,1,850,900
